GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
1400000US12086001205,12086001205,"Census Tract 12.05, Miami-Dade County, Florida",1887,264,85,59,51,58,862,213,461,134,200,98,76,59,152,80,1454,217,33,33,20,27,700,165,400,125,139,85,48,48,114,64,102,67,30,41,0,13,33,42,10,16,15,24,14,23,0,13,40,40,0,13,0,13,0,13,17,28,12,19,0,13,11,19,14,22,0,13,0,13,0,13,0,13,0,13,14,22,0,13,39,39,22,33,0,13,0,13,8,15,9,15,0,13,0,13,238,108,0,13,31,51,129,86,26,30,25,39,0,13,27,45
1400000US12086001206,12086001206,"Census Tract 12.06, Miami-Dade County, Florida",1866,397,53,85,40,63,704,288,535,167,103,85,177,100,254,135,1632,356,53,85,0,13,595,271,477,166,103,85,169,99,235,135,91,114,0,13,0,13,77,109,14,24,0,13,0,13,0,13,40,63,0,13,40,63,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,102,85,0,13,0,13,32,55,43,51,0,13,8,13,19,29
1400000US12086001301,12086001301,"Census Tract 13.01, Miami-Dade County, Florida",1850,348,0,13,60,52,810,283,455,208,246,154,168,92,111,79,1086,314,0,13,40,44,479,195,276,136,132,119,113,65,46,45,255,176,0,13,0,13,131,119,16,25,108,134,0,13,0,13,269,175,0,13,0,13,140,111,81,132,0,13,15,26,33,54,29,47,0,13,0,13,0,13,29,47,0,13,0,13,0,13,80,89,0,13,0,13,40,64,0,13,0,13,40,64,0,13,131,91,0,13,20,33,20,30,53,75,6,22,0,13,32,37
1400000US12086001302,12086001302,"Census Tract 13.02, Miami-Dade County, Florida",3490,442,7,19,52,52,2363,372,268,121,456,212,203,105,141,81,2665,423,0,19,52,52,1751,343,246,113,335,171,175,98,106,69,185,143,7,19,0,19,141,129,10,18,0,19,17,24,10,18,121,95,0,19,0,19,64,60,0,19,32,51,0,19,25,28,173,162,0,19,0,19,93,126,12,20,68,88,0,19,0,19,211,145,0,19,0,19,211,145,0,19,0,19,0,19,0,19,135,90,0,19,0,19,103,85,0,19,21,34,11,17,0,19
1400000US12086001401,12086001401,"Census Tract 14.01, Miami-Dade County, Florida",1870,308,24,38,160,103,1012,263,385,133,111,53,81,63,97,49,1321,294,24,38,86,96,750,256,271,118,76,50,56,48,58,45,114,98,0,19,0,19,85,77,16,27,13,21,0,19,0,19,352,164,0,19,57,55,155,110,76,55,0,19,25,41,39,43,44,50,0,19,0,19,22,36,22,34,0,19,0,19,0,19,17,41,0,19,17,41,0,19,0,19,0,19,0,19,0,19,22,34,0,19,0,19,0,19,0,19,22,34,0,19,0,19
1400000US12086001402,12086001402,"Census Tract 14.02, Miami-Dade County, Florida",1582,298,0,19,338,163,568,184,352,135,151,103,71,55,102,73,856,183,0,19,107,75,332,136,195,99,85,95,49,43,88,69,54,61,0,19,8,12,17,29,25,32,0,19,0,19,4,8,524,251,0,19,194,128,198,104,53,50,57,54,22,35,0,19,69,78,0,19,29,46,0,19,40,63,0,19,0,19,0,19,58,52,0,19,0,19,0,19,39,41,9,14,0,19,10,23,21,34,0,19,0,19,21,34,0,19,0,19,0,19,0,19
1400000US12086001501,12086001501,"Census Tract 15.01, Miami-Dade County, Florida",658,216,13,21,69,65,351,148,202,91,8,10,15,21,0,13,409,185,0,13,43,46,207,120,153,71,5,7,1,8,0,13,51,51,0,13,0,13,24,37,27,36,0,13,0,13,0,13,157,85,0,13,26,41,120,83,7,17,0,13,4,11,0,13,26,27,13,21,0,13,0,13,0,13,3,7,10,16,0,13,15,19,0,13,0,13,0,13,15,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086001502,12086001502,"Census Tract 15.02, Miami-Dade County, Florida",918,182,65,53,120,66,356,139,218,83,143,83,16,18,0,13,578,147,44,41,57,38,234,105,116,67,127,82,0,13,0,13,64,59,0,13,0,13,40,43,15,24,9,14,0,13,0,13,211,96,0,13,58,53,82,76,61,47,0,13,10,15,0,13,34,30,0,13,5,9,0,13,16,25,7,10,6,10,0,13,10,15,0,13,0,13,0,13,10,15,0,13,0,13,0,13,21,33,21,33,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086001602,12086001602,"Census Tract 16.02, Miami-Dade County, Florida",2423,319,15,18,204,77,1040,207,641,130,231,95,229,109,63,46,2053,288,15,18,182,76,876,191,534,122,202,95,181,92,63,46,170,103,0,19,17,20,89,72,35,32,29,42,0,19,0,19,54,47,0,19,5,9,9,21,10,15,0,19,30,38,0,19,19,22,0,19,0,19,7,11,12,19,0,19,0,19,0,19,5,8,0,19,0,19,5,8,0,19,0,19,0,19,0,19,122,74,0,19,0,19,54,46,50,58,0,19,18,29,0,19
1400000US12086001603,12086001603,"Census Tract 16.03, Miami-Dade County, Florida",1329,245,0,13,249,114,407,136,314,118,159,83,134,95,66,45,1140,227,0,13,216,106,335,130,264,100,136,87,123,92,66,45,36,38,0,13,0,13,30,35,6,13,0,13,0,13,0,13,28,40,0,13,15,23,0,13,2,5,0,13,11,17,0,13,55,81,0,13,0,13,11,17,21,31,23,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,53,0,13,18,29,31,29,21,34,0,13,0,13,0,13
1400000US12086001605,12086001605,"Census Tract 16.05, Miami-Dade County, Florida",1363,249,30,41,135,113,485,168,482,168,62,55,88,77,81,76,1047,233,21,35,129,110,402,154,388,152,26,32,51,48,30,33,72,60,9,21,6,14,37,35,7,11,0,13,0,13,13,23,63,60,0,13,0,13,26,41,0,13,0,13,37,44,0,13,10,16,0,13,0,13,0,13,0,13,10,16,0,13,0,13,7,11,0,13,0,13,0,13,7,11,0,13,0,13,0,13,164,99,0,13,0,13,20,32,80,87,26,43,0,13,38,58
1400000US12086001606,12086001606,"Census Tract 16.06, Miami-Dade County, Florida",1917,333,0,13,216,106,852,233,521,184,206,93,83,77,39,32,1644,298,0,13,199,103,728,231,431,149,194,94,73,74,19,23,67,50,0,13,17,28,18,29,10,17,12,19,10,18,0,13,21,27,0,13,0,13,14,23,0,13,0,13,0,13,7,10,80,78,0,13,0,13,56,70,11,19,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,105,91,0,13,0,13,36,53,69,84,0,13,0,13,0,13
1400000US12086001701,12086001701,"Census Tract 17.01, Miami-Dade County, Florida",1320,293,0,13,110,69,658,161,334,123,91,62,78,47,49,48,997,240,0,13,68,54,457,127,293,114,66,50,64,44,49,48,72,51,0,13,0,13,42,39,0,13,25,25,5,12,0,13,156,113,0,13,42,45,94,92,11,19,0,13,9,13,0,13,17,27,0,13,0,13,17,27,0,13,0,13,0,13,0,13,39,44,0,13,0,13,19,29,20,33,0,13,0,13,0,13,39,43,0,13,0,13,29,40,10,15,0,13,0,13,0,13
1400000US12086001702,12086001702,"Census Tract 17.02, Miami-Dade County, Florida",963,146,13,18,87,57,449,115,232,89,50,43,109,46,23,30,739,146,0,13,27,28,361,103,189,81,47,43,109,46,6,9,97,56,0,13,24,31,52,37,21,24,0,13,0,13,0,13,80,48,0,13,20,27,18,28,22,23,3,6,0,13,17,25,13,18,13,18,0,13,0,13,0,13,0,13,0,13,0,13,9,12,0,13,0,13,9,12,0,13,0,13,0,13,0,13,25,29,0,13,16,24,9,15,0,13,0,13,0,13,0,13
1400000US12086001703,12086001703,"Census Tract 17.03, Miami-Dade County, Florida",2240,311,0,19,202,91,1187,259,597,172,116,58,86,70,52,39,1683,348,0,19,158,83,826,254,468,168,107,58,86,70,38,37,83,51,0,19,17,26,59,55,7,11,0,19,0,19,0,19,171,107,0,19,27,33,76,78,52,47,9,13,0,19,7,11,74,73,0,19,0,19,41,52,33,53,0,19,0,19,0,19,159,151,0,19,0,19,122,121,37,41,0,19,0,19,0,19,70,61,0,19,0,19,63,56,0,19,0,19,0,19,7,12
1400000US12086001801,12086001801,"Census Tract 18.01, Miami-Dade County, Florida",1016,188,6,9,88,57,447,133,284,87,147,62,31,35,13,15,736,153,0,13,33,36,310,114,230,78,119,61,31,35,13,15,39,31,0,13,0,13,10,15,19,21,10,15,0,13,0,13,154,79,6,9,39,39,62,50,29,30,18,22,0,13,0,13,38,34,0,13,0,13,32,32,6,11,0,13,0,13,0,13,20,29,0,13,0,13,20,29,0,13,0,13,0,13,0,13,29,31,0,13,16,25,13,18,0,13,0,13,0,13,0,13
1400000US12086001802,12086001802,"Census Tract 18.02, Miami-Dade County, Florida",1228,289,0,13,104,75,484,173,380,145,82,56,152,114,26,26,757,190,0,13,23,29,338,144,245,105,36,29,95,63,20,23,112,90,0,13,23,36,55,52,34,29,0,13,0,13,0,13,311,169,0,13,58,57,91,94,53,68,46,49,57,91,6,11,9,14,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,60,0,13,0,13,0,13,39,60,0,13,0,13,0,13
1400000US12086001803,12086001803,"Census Tract 18.03, Miami-Dade County, Florida",735,208,5,11,186,98,280,107,151,90,51,40,9,14,53,44,445,145,0,13,91,68,226,99,82,64,27,25,9,14,10,16,18,28,0,13,0,13,0,13,18,28,0,13,0,13,0,13,218,135,5,11,95,77,0,13,51,58,24,31,0,13,43,34,22,34,0,13,0,13,22,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,44,0,13,0,13,32,44,0,13,0,13,0,13,0,13
1400000US12086001901,12086001901,"Census Tract 19.01, Miami-Dade County, Florida",1204,199,8,13,210,106,408,115,366,143,95,70,72,55,45,39,664,186,8,13,106,104,236,102,179,97,62,53,61,52,12,18,107,81,0,13,0,13,23,25,51,80,33,47,0,13,0,13,403,163,0,13,87,65,137,81,135,87,0,13,11,14,33,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,0,13,0,13,0,13,1,8,0,13,0,13,0,13,29,36,0,13,17,30,12,21,0,13,0,13,0,13,0,13
1400000US12086001903,12086001903,"Census Tract 19.03, Miami-Dade County, Florida",951,220,32,47,120,91,376,139,319,135,57,48,36,33,11,16,558,192,0,13,53,50,280,116,206,132,0,13,8,13,11,16,66,54,0,13,20,31,24,39,6,10,16,26,0,13,0,13,172,107,0,13,47,70,34,52,91,52,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,15,24,0,13,89,75,32,47,0,13,0,13,16,25,41,45,0,13,0,13,51,59,0,13,0,13,38,55,0,13,0,13,13,22,0,13
1400000US12086001904,12086001904,"Census Tract 19.04, Miami-Dade County, Florida",1059,272,0,13,101,65,498,188,214,111,183,105,43,39,20,21,642,185,0,13,44,50,303,164,170,90,97,78,17,28,11,17,85,70,0,13,0,13,66,60,17,21,0,13,0,13,2,9,264,151,0,13,57,53,78,74,27,44,69,57,26,28,7,11,37,42,0,13,0,13,20,34,0,13,17,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,39,0,13,0,13,31,39,0,13,0,13,0,13,0,13
1400000US12086002001,12086002001,"Census Tract 20.01, Miami-Dade County, Florida",1027,214,53,44,128,93,366,132,187,90,181,75,56,44,56,44,629,186,35,36,65,72,252,121,91,60,131,69,43,38,12,16,77,57,0,13,0,13,11,18,27,38,17,28,0,13,22,29,312,100,18,26,63,51,94,63,69,45,33,46,13,21,22,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,9,15,0,13,0,13,0,13,0,13
1400000US12086002003,12086002003,"Census Tract 20.03, Miami-Dade County, Florida",991,188,28,33,156,76,427,118,211,91,97,62,47,39,25,23,642,178,0,13,142,75,326,104,117,68,49,34,0,13,8,13,83,62,0,13,0,13,28,32,22,24,19,31,14,22,0,13,230,96,28,33,14,24,73,53,38,44,27,33,33,34,17,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,21,0,13,0,13,0,13,19,21,0,13,0,13,0,13,17,28,0,13,0,13,0,13,15,25,2,10,0,13,0,13
1400000US12086002004,12086002004,"Census Tract 20.04, Miami-Dade County, Florida",1144,205,21,24,171,77,493,154,211,77,105,55,89,66,54,51,573,111,0,13,111,64,292,97,114,51,44,35,12,14,0,13,132,65,0,13,13,20,50,37,29,30,15,25,6,8,19,21,420,176,21,24,47,42,151,105,55,45,46,38,65,64,35,46,13,20,0,13,0,13,0,13,13,20,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086002100,12086002100,"Census Tract 21, Miami-Dade County, Florida",1279,215,15,22,43,45,545,141,453,155,68,40,91,62,64,40,978,192,15,22,37,44,370,136,401,161,47,36,73,57,35,24,74,51,0,13,0,13,39,36,14,22,0,13,9,15,12,21,88,72,0,13,5,8,69,69,14,26,0,13,0,13,0,13,24,26,0,13,1,7,14,21,0,13,0,13,9,15,0,13,17,28,0,13,0,13,17,28,0,13,0,13,0,13,0,13,98,57,0,13,0,13,36,26,24,27,21,25,0,13,17,23
1400000US12086002201,12086002201,"Census Tract 22.01, Miami-Dade County, Florida",1883,272,18,29,408,156,1033,234,221,92,50,50,100,72,53,39,1072,210,18,29,128,95,627,161,162,75,50,50,50,49,37,32,342,148,0,13,127,86,207,128,7,12,0,13,0,13,1,5,380,149,0,13,134,95,172,116,9,13,0,13,50,57,15,25,33,31,0,13,19,28,14,18,0,13,0,13,0,13,0,13,56,48,0,13,0,13,13,21,43,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086002202,12086002202,"Census Tract 22.02, Miami-Dade County, Florida",2349,323,9,16,266,111,1219,225,390,140,233,71,114,57,118,61,1495,278,0,19,71,53,814,215,259,120,155,58,93,49,103,56,231,145,0,19,46,40,109,92,20,24,32,37,9,15,15,19,394,135,9,16,114,73,151,84,62,56,46,32,12,13,0,19,92,65,0,19,35,40,15,23,42,40,0,19,0,19,0,19,61,48,0,19,0,19,54,47,7,10,0,19,0,19,0,19,76,51,0,19,0,19,76,51,0,19,0,19,0,19,0,19
1400000US12086002300,12086002300,"Census Tract 23, Miami-Dade County, Florida",1718,346,33,40,114,89,715,294,519,179,206,116,75,56,56,34,1060,219,8,12,28,38,422,160,395,140,126,75,25,26,56,34,165,103,0,19,52,48,67,59,0,19,46,40,0,19,0,19,297,146,0,19,0,19,191,126,28,25,28,45,50,54,0,19,109,109,25,38,34,53,0,19,44,53,6,11,0,19,0,19,70,80,0,19,0,19,35,57,35,53,0,19,0,19,0,19,17,25,0,19,0,19,0,19,17,25,0,19,0,19,0,19
1400000US12086002402,12086002402,"Census Tract 24.02, Miami-Dade County, Florida",2185,350,20,32,203,104,1195,259,368,154,179,87,133,93,87,63,1481,235,0,19,146,82,765,181,340,134,105,75,75,76,50,45,256,146,20,32,30,49,130,94,0,19,37,41,39,51,0,19,207,115,0,19,0,19,148,90,0,19,27,43,0,19,32,49,171,164,0,19,0,19,114,154,28,34,10,16,19,28,0,19,65,77,0,19,27,42,38,43,0,19,0,19,0,19,0,19,5,9,0,19,0,19,0,19,0,19,0,19,0,19,5,9
1400000US12086002403,12086002403,"Census Tract 24.03, Miami-Dade County, Florida",2150,537,9,15,374,173,786,242,712,233,145,120,115,82,9,13,1436,353,0,13,260,153,464,152,512,183,120,119,71,46,9,13,453,359,0,13,103,86,204,187,102,106,0,13,44,71,0,13,217,157,0,13,11,18,85,83,98,80,23,36,0,13,0,13,33,53,0,13,0,13,33,53,0,13,0,13,0,13,0,13,9,15,9,15,0,13,0,13,0,13,0,13,0,13,0,13,2,5,0,13,0,13,0,13,0,13,2,5,0,13,0,13
1400000US12086002404,12086002404,"Census Tract 24.04, Miami-Dade County, Florida",1642,338,54,60,125,94,929,285,265,138,154,109,115,89,0,19,1059,310,0,19,70,70,711,271,159,99,55,54,64,62,0,19,237,173,24,36,0,19,183,187,0,19,23,35,7,20,0,19,177,134,0,19,47,54,35,48,81,86,0,19,14,23,0,19,107,93,30,48,0,19,0,19,0,19,47,64,30,49,0,19,62,65,0,19,8,18,0,19,25,40,29,48,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
1400000US12086002501,12086002501,"Census Tract 25.01, Miami-Dade County, Florida",1837,332,87,65,288,123,910,269,404,155,106,68,19,32,23,29,1154,240,70,61,129,75,535,161,317,133,76,55,19,32,8,13,116,97,0,13,43,43,45,51,11,19,17,29,0,13,0,13,432,214,0,13,114,87,234,157,75,62,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,66,83,17,31,0,13,49,78,0,13,0,13,0,13,0,13,69,70,0,13,2,4,47,63,1,4,4,6,0,13,15,24
1400000US12086002502,12086002502,"Census Tract 25.02, Miami-Dade County, Florida",1452,269,49,46,192,111,643,180,257,102,245,156,31,35,35,40,842,202,15,24,60,62,443,166,116,67,156,141,31,35,21,34,186,111,34,40,41,64,14,23,54,54,43,49,0,19,0,19,278,131,0,19,91,71,121,80,28,44,24,36,0,19,14,22,114,107,0,19,0,19,65,87,49,65,0,19,0,19,0,19,22,34,0,19,0,19,0,19,0,19,22,34,0,19,0,19,10,16,0,19,0,19,0,19,10,16,0,19,0,19,0,19
1400000US12086002600,12086002600,"Census Tract 26, Miami-Dade County, Florida",2423,419,46,75,120,82,1455,335,510,193,174,150,74,70,44,70,1365,301,0,19,88,78,807,242,266,140,163,148,41,47,0,19,241,156,0,19,0,19,226,158,15,28,0,19,0,19,0,19,236,124,0,19,0,19,72,60,87,74,0,19,33,53,44,70,268,149,0,19,32,50,137,123,88,90,11,18,0,19,0,19,116,93,46,75,0,19,41,36,29,47,0,19,0,19,0,19,197,139,0,19,0,19,172,133,25,39,0,19,0,19,0,19
1400000US12086002702,12086002702,"Census Tract 27.02, Miami-Dade County, Florida",1511,275,0,13,89,58,858,173,385,167,111,94,37,32,31,22,786,166,0,13,42,39,480,130,214,68,21,25,7,10,22,17,121,69,0,13,0,13,88,54,33,46,0,13,0,13,0,13,284,118,0,13,10,17,151,72,74,59,33,38,16,25,0,13,180,102,0,13,0,13,83,55,64,71,24,27,0,13,9,13,50,51,0,13,37,47,13,20,0,13,0,13,0,13,0,13,90,87,0,13,0,13,43,35,0,13,33,78,14,16,0,13
1400000US12086002703,12086002703,"Census Tract 27.03, Miami-Dade County, Florida",4104,667,17,28,303,200,2575,450,925,322,119,72,85,69,80,59,3159,642,0,19,288,201,1942,408,729,311,62,54,71,65,67,56,284,258,0,19,0,19,274,260,10,20,0,19,0,19,0,19,313,211,17,28,15,26,138,99,143,184,0,19,0,19,0,19,83,73,0,19,0,19,55,66,28,33,0,19,0,19,0,19,90,56,0,19,0,19,58,44,0,19,18,27,14,22,0,19,175,94,0,19,0,19,108,81,15,21,39,38,0,19,13,21
1400000US12086002705,12086002705,"Census Tract 27.05, Miami-Dade County, Florida",1898,431,51,72,135,124,1193,303,304,97,80,63,63,86,72,55,1153,288,0,13,72,88,764,194,135,105,66,57,63,86,53,46,156,105,0,13,0,13,78,63,78,83,0,13,0,13,0,13,281,226,51,72,35,44,161,163,34,48,0,13,0,13,0,13,67,62,0,13,28,40,39,59,0,13,0,13,0,13,0,13,63,45,0,13,0,13,38,35,25,30,0,13,0,13,0,13,178,94,0,13,0,13,113,86,32,42,14,22,0,13,19,23
1400000US12086002706,12086002706,"Census Tract 27.06, Miami-Dade County, Florida",2329,399,64,55,217,163,1321,295,482,154,144,101,101,86,0,13,1633,288,0,13,71,64,1058,270,375,146,98,78,31,28,0,13,7,11,0,13,0,13,7,11,0,13,0,13,0,13,0,13,139,86,0,13,0,13,0,13,48,55,46,51,45,61,0,13,97,130,26,41,48,56,0,13,23,38,0,13,0,13,0,13,198,148,38,59,98,129,62,43,0,13,0,13,0,13,0,13,255,154,0,13,0,13,194,141,36,45,0,13,25,40,0,13
1400000US12086002800,12086002800,"Census Tract 28, Miami-Dade County, Florida",493,222,0,13,52,43,197,129,140,67,42,42,58,56,4,7,214,88,0,13,42,35,103,63,39,33,0,13,30,37,0,13,74,47,0,13,10,15,28,31,36,29,0,13,0,13,0,13,72,73,0,13,0,13,38,42,0,13,6,9,28,38,0,13,52,40,0,13,0,13,0,13,30,30,22,26,0,13,0,13,43,50,0,13,0,13,14,32,25,38,0,13,0,13,4,7,38,68,0,13,0,13,14,32,10,23,14,32,0,13,0,13
1400000US12086002900,12086002900,"Census Tract 29, Miami-Dade County, Florida",2448,345,56,45,327,107,1199,209,546,125,163,81,132,86,25,29,1617,257,9,14,123,70,810,183,397,115,145,74,108,79,25,29,100,68,0,19,0,19,59,57,26,32,15,23,0,19,0,19,406,146,28,36,152,78,172,109,51,44,3,6,0,19,0,19,183,118,19,29,19,30,98,93,32,36,0,19,15,24,0,19,130,92,0,19,33,38,51,59,37,39,0,19,9,13,0,19,12,15,0,19,0,19,9,13,3,6,0,19,0,19,0,19
1400000US12086003001,12086003001,"Census Tract 30.01, Miami-Dade County, Florida",770,177,0,13,65,94,500,154,150,67,12,12,15,18,28,20,559,164,0,13,0,13,422,148,110,58,6,9,15,18,6,9,23,23,0,13,5,9,5,9,10,15,3,6,0,13,0,13,91,97,0,13,60,94,11,17,20,20,0,13,0,13,0,13,49,33,0,13,0,13,32,27,10,15,0,13,0,13,7,11,22,28,0,13,0,13,17,27,0,13,0,13,0,13,5,8,26,24,0,13,0,13,13,19,0,13,3,5,0,13,10,15
1400000US12086003003,12086003003,"Census Tract 30.03, Miami-Dade County, Florida",3223,508,68,61,321,159,1651,337,597,268,310,124,184,92,92,68,2156,385,0,19,174,114,1227,317,376,185,248,110,97,65,34,37,558,286,68,61,32,53,235,138,106,104,13,20,72,76,32,40,339,216,0,19,84,92,165,119,90,101,0,19,0,19,0,19,114,77,0,19,0,19,24,38,25,39,24,38,15,24,26,40,13,21,0,19,0,19,0,19,0,19,13,21,0,19,0,19,43,53,0,19,31,51,0,19,0,19,12,20,0,19,0,19
1400000US12086003004,12086003004,"Census Tract 30.04, Miami-Dade County, Florida",1737,370,0,13,82,68,1018,256,387,153,160,93,56,41,34,27,892,196,0,13,21,25,530,162,149,79,121,88,47,38,24,22,441,286,0,13,51,59,266,170,105,98,19,29,0,13,0,13,168,105,0,13,10,17,70,69,76,60,12,20,0,13,0,13,205,90,0,13,0,13,121,70,57,53,8,13,9,15,10,18,31,37,0,13,0,13,31,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086003100,12086003100,"Census Tract 31, Miami-Dade County, Florida",927,218,0,13,89,74,504,156,199,73,35,31,37,42,63,50,519,178,0,13,0,13,389,152,59,46,14,23,37,42,20,27,58,54,0,13,0,13,34,48,24,28,0,13,0,13,0,13,232,116,0,13,70,70,46,42,116,62,0,13,0,13,0,13,60,48,0,13,19,24,16,26,0,13,5,9,0,13,20,32,4,9,0,13,0,13,4,9,0,13,0,13,0,13,0,13,54,46,0,13,0,13,15,20,0,13,16,19,0,13,23,31
1400000US12086003400,12086003400,"Census Tract 34, Miami-Dade County, Florida",496,117,0,13,30,37,224,77,129,83,71,38,25,35,17,28,231,92,0,13,14,22,102,49,63,61,39,30,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,236,102,0,13,16,26,97,62,62,57,32,30,12,28,17,28,8,14,0,13,0,13,8,14,0,13,0,13,0,13,0,13,12,12,0,13,0,13,8,12,4,6,0,13,0,13,0,13,9,14,0,13,0,13,9,14,0,13,0,13,0,13,0,13
1400000US12086003601,12086003601,"Census Tract 36.01, Miami-Dade County, Florida",972,216,39,54,50,43,543,183,222,98,85,59,13,20,20,30,512,153,0,13,8,13,335,148,106,66,63,48,0,13,0,13,109,84,14,20,21,25,8,13,53,43,0,13,13,20,0,13,213,94,25,40,21,33,81,56,44,44,22,35,0,13,20,30,120,86,0,13,0,13,110,85,10,16,0,13,0,13,0,13,18,15,0,13,0,13,9,15,9,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US12086003602,12086003602,"Census Tract 36.02, Miami-Dade County, Florida",2967,483,18,35,257,144,1816,331,516,221,175,111,147,87,38,39,1739,342,18,35,137,120,1147,258,264,144,101,79,72,60,0,19,369,200,0,19,37,59,263,145,41,51,28,54,0,19,0,19,632,366,0,19,83,100,311,196,138,157,46,76,31,48,23,28,45,42,0,19,0,19,0,19,14,21,0,19,16,26,15,26,90,89,0,19,0,19,31,51,59,72,0,19,0,19,0,19,92,78,0,19,0,19,64,65,0,19,0,19,28,44,0,19
1400000US12086003702,12086003702,"Census Tract 37.02, Miami-Dade County, Florida",2482,358,9,16,178,97,1661,267,444,141,79,62,59,48,52,37,1619,304,9,16,111,85,1101,232,299,125,29,33,26,27,44,35,158,127,0,13,27,29,63,76,56,51,12,20,0,13,0,13,233,87,0,13,11,19,156,84,58,51,0,13,0,13,8,13,229,103,0,13,14,22,166,93,14,22,27,43,8,13,0,13,38,39,0,13,0,13,26,29,0,13,0,13,12,26,0,13,205,88,0,13,15,25,149,69,17,26,11,26,13,19,0,13
1400000US12086003703,12086003703,"Census Tract 37.03, Miami-Dade County, Florida",1021,210,19,31,39,46,833,208,95,61,23,29,6,11,6,10,521,187,19,31,20,31,428,181,19,19,23,29,6,11,6,10,80,81,0,13,10,18,70,80,0,13,0,13,0,13,0,13,71,59,0,13,0,13,71,59,0,13,0,13,0,13,0,13,174,81,0,13,9,25,137,71,28,27,0,13,0,13,0,13,43,45,0,13,0,13,17,21,26,40,0,13,0,13,0,13,132,100,0,13,0,13,110,94,22,25,0,13,0,13,0,13
